IDENTIFICADOR,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,clave_unica,id,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion
53,53 DEPORTIVO BENITO JUAREZ,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,LUIS PEREZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E610000082FFAD64C7CA58C0E0A0BDFA784C3340,https://maps.app.goo.gl/CFGQ4mD69mFZJKmL7,"ESQUINA VICENTE GUERRERO, LAS FUENTES, TORIELLO GUERRA, 14050 CIUDAD DE MÉXICO, CDMX",TLALPAN,AMPLIACION ISIDRO FABELA,PLATSOBSE_DGOIV_BALON_BARRIO_53_DEPORTIVO_BENITO_JUAREZ_53,2501,ACTIVO,,,,,,
09DJN0653X,COCOXOCHITL,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:39:48.092,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E6100000B64AB0389CC358C093AB58FCA6403340,https://maps.app.goo.gl/nnsAvGExSYRu4w1p8,AV. CUAUHTEMOC,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_COCOXOCHITL_09DJN0653X_09DJN0653X,2903,ACTIVO,,,,,,
09DPR2059A,ESCUELA PRIMARIA INGENIERO MIGUEL BERNARD,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:39:59.135,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000BFF4F6E7A2C358C06E6DE179A9403340,https://maps.app.goo.gl/wq79Wj6DNdQS6e7q8,MIGUEL HIDALGO,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_PRIMARIA_INGENIERO_MIGUEL_BERNARD_09DPR2059A_09DPR2059A,2907,ACTIVO,,,,,,
42,42 A. AMACUZAC,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000040DEAB5626C858C09E98F562285F3340,"https://maps.app.goo.gl/JMg39MHGMayR4WVNA
","Av. Amacuzac 832, El Retoño, Iztapalapa, 09440 Ciudad de México, CDMX",IZTAPALAPA,EL RETOÑO,PLATSOBSE_DGOIV_BALON_BARRIO_42_A_AMACUZAC_42,2496,ACTIVO,,,,,,
09DJN0569Z,PILTZILLI,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:42:33.506,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E61000001F2E39EE94CB58C075CAA31B617D3340,https://maps.app.goo.gl/YpvuBbnDaeyUoZtTA,EJE 4 NTE,AZCAPOTZALCO,SAN ANDRES (BARR),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PILTZILLI_09DJN0569Z_09DJN0569Z,2891,ACTIVO,,,,,,
09DPR3082I,PROFR. VICTORIANO GONZALEZ GARZON,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 19:14:42.928,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E610000002D71533C2C358C09E60FF756E6E3340,https://maps.app.goo.gl/d6XGFvVtRdVzKm3u7,XICO,VENUSTIANO CARRANZA,EL ARENAL 4A SECCION,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFR_VICTORIANO_GONZALEZ_GARZON_09DPR3082I_09DPR3082I,2895,ACTIVO,,,,,,
09DJN1036T,ITZEL LUCERO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:01:41.602,actualizacion_dgcop,,,EN PROCESO,82.03,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E6100000EFE6A90EB9C358C010CEA78E556E3340,https://maps.app.goo.gl/Je1r8AvC4SkWnkhc7,XANES,VENUSTIANO CARRANZA,EL ARENAL 4A SECCION,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ITZEL_LUCERO_09DJN1036T_09DJN1036T,2932,ACTIVO,,,,,,
09DIX0002N,EJERCITO MEXICANO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA,2025,2026-06-10 18:07:35.605,actualizacion_dgcop,,,EN PROCESO,80.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000F50F221972CB58C07590D783497D3340,https://maps.app.goo.gl/pE7MhbxtoNpmNiAw5,CALZ. AZCAPOTZALCO - LA VILLA,AZCAPOTZALCO,SANTO TOMAS,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_EJERCITO_MEXICANO_09DIX0002N_09DIX0002N,2909,ACTIVO,,,,,,
09DPR1685M,RAFAELA SUAREZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,SIN PROCEDENCIA,2025,,,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000B40584D6C3CB58C03CA2427573753340,https://maps.app.goo.gl/KWrm8W364cm4YWQF9,MAR BAFFIN,MIGUEL HIDALGO,TACUBA,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_RAFAELA_SUAREZ_09DPR1685M_09DPR1685M,2934,ACTIVO,,,,,,
09DES0260U,IZKALOTZIN,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-05-20 17:51:05.868,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E6100000B9895A9A5BCC58C0CBA145B6F3713340,https://maps.app.goo.gl/uau6JYd8M3KfSU3K7,C. LAGO GINEBRA,MIGUEL HIDALGO,CUAUHTEMOC PENSIL,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_IZKALOTZIN_09DES0260U_09DES0260U,2925,ACTIVO,,,,,,
09DES0019F,DOLORES ANGELA CASTILLO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA FEDERAL,2025,,,,,TERMINADO,100.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E6100000D6389B8E00D358C0E0D74812845B3340,https://maps.app.goo.gl/o7bmjV9Er9bsk5cG6,CDA. DE JUAREZ,CUAJIMALPA DE MORELOS,SAN PEDRO CUAJIMALPA (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_DOLORES_ANGELA_CASTILLO_09DES0019F_09DES0019F,2951,ACTIVO,,,,,,
09DJN0005T,HERMANOS GRIMM,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,,,,,TERMINADO,100.0,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E61000001F69705B5BC658C0EBE3A1EF6E713340,https://maps.app.goo.gl/MqGx8vayHbYSXTdo8,C. MARRUECOS,VENUSTIANO CARRANZA,ROMERO RUBIO,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_HERMANOS_GRIMM_09DJN0005T_09DJN0005T,2952,ACTIVO,,,,,,
09DPR3030C,GRAL. FRANCISCO VILLA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:37:08.315,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000DB368C82E0CC58C0CBF44BC45B833340,https://maps.app.goo.gl/SMJ9puZTa86ZZhNY6,AGRICULTORES,AZCAPOTZALCO,EL ROSARIO B (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_FRANCISCO_VILLA_09DPR3030C_09DPR3030C,2915,ACTIVO,,,,,,
09DJN0400U,ITZCALLI,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 17:31:11.696,actualizacion_dgcop,,,EN PROCESO,92.6,JUAN HERNANDEZ,PREESCOLAR,,,,DGCOP,0101000020E61000002766BD18CACB58C0BFB5132521493340,https://maps.app.goo.gl/H4cfs89Tfp4jS3iC6,GUADALAJARA,TLALPAN,MIGUEL HIDALGO,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ITZCALLI_09DJN0400U_09DJN0400U,2923,ACTIVO,,,,,,
65,65 CANCHA PINO / ENCINO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-06-10 17:35:40.038,actualizacion_dgpest,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,TIERRA,,DGPEST,0101000020E6100000E23E726BD2C758C0BC92E4B9BE373340,https://maps.app.goo.gl/nGaSqctiH2VQ83pG6,"C. PINO 401, GUADALUPE, XOCHIMILCO, 16860 GUADALUPE, CDMX, MÉXICO",XOCHIMILCO,SAN MATEO XALPA / GUADALUPE,PLATSOBSE_DGOIV_BALON_BARRIO_65_CANCHA_PINO_ENCINO_65,2505,ACTIVO,,,,,,
09DPR3187C,MANUEL SABINO CRESPO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:31:52.055,actualizacion_dgcop,,,EN PROCESO,36.46,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E6100000DF1797AAB4C958C02F8672A25D8D3340,https://maps.app.goo.gl/mmjYRMa7CyqN33EBA,AGUASCALIENTES,GUSTAVO A. MADERO,CHALMA DE GUADALUPE II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MANUEL_SABINO_CRESPO_09DPR3187C_09DPR3187C,2928,ACTIVO,,,,,,
09DJN0322G,ITLATIUH,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:51:54.389,actualizacion_dgcop,,,EN PROCESO,27.21,JUAN HERNANDEZ,PREESCOLAR,,,,DGCOP,0101000020E61000007F85CC9541CD58C0DFA815A6EF813340,https://maps.app.goo.gl/6kWJu1dZPZLVWGx37,3ER ANDADOR OSA MAYOR,AZCAPOTZALCO,EL ROSARIO C (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ITLATIUH_09DJN0322G_09DJN0322G,2924,ACTIVO,,,,,,
86,86 DEPORTIVO NICOLAS BRAVO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E6100000B0389CF9D5C658C0558847E2E57D3340,https://maps.app.goo.gl/idcFqmEhicX2mBZv9,"Triunfo de la República, Gustavo A. Madero, 07069 Ciudad de México, CDMX",GUSTAVO A. MADERO,TRIUNFO DE LA REPUBLICA,PLATSOBSE_DGOIV_BALON_BARRIO_86_DEPORTIVO_NICOLAS_BRAVO_86,2512,ACTIVO,,,,,,
5,MIXCOAC,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,JUAN HERNANDEZ,MERCADO,,,,DGCOP,0101000020E610000018B0E42A16CC58C074D0251C7A5F3340,https://maps.app.goo.gl/PBEin1LH5pCXiSKA9,AV. REVOLUCION,BENITO JUÁREZ,MIXCOAC,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXCOAC_5,3125,ACTIVO,,,,,,
48,48 CONSTITUYENTES,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL RAPIDO,1200.0,PASTO SINTETICO,,DGPEST,0101000020E61000003BC269C18BCC58C0CDCCCCCCCC683340,https://maps.app.goo.gl/Sbd6bGRhrMGsDD536,"GOBERNADOR JOSÉCEBALLOS 41, DANIEL GARZA AL PONIENTE, MIGUEL HIDALGO, 11840 CIUDAD DE MÉXICO, CDMX",MIGUEL HIDALGO,DANIEL GARZA,PLATSOBSE_DGOIV_BALON_BARRIO_48_CONSTITUYENTES_48,2499,ACTIVO,,,,,,
09DPR0119L,JOSE RUBEN ROMERO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-05-20 16:50:52.809,actualizacion_dgcop,,,TERMINADO,100.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E61000005D8AABCABEC358C0177FDB13246A3340,https://maps.app.goo.gl/dw6Tpfh7VGaFvqWD8,CALLE 6,IZTACALCO,PANTITLAN II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSE_RUBEN_ROMERO_09DPR0119L_09DPR0119L,2939,ACTIVO,,,,,,
09DPR2944Q?,ESCUELA PRIMARIA MARTIRES DE TACUBAYA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA,2025,,,,,INAUGURADA,100.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E610000067D5E76A2BCC58C0E27327D87F693340,https://maps.app.goo.gl/dWA4LowK9W62rHY96,GOBERNADOR MELCHOR MUZQUIZ,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_PRIMARIA_MARTIRES_DE_TACUBAYA_09DPR2944Q_09DPR2944Q_,2958,ACTIVO,,,,,,
09DPR1080X,GRAL. JUAN DE LA LUZ ENRIQUEZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,,,,,INAUGURADA,100.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E61000002D6002B7EEC358C0EB73B515FB673340,https://maps.app.goo.gl/Kzf54ZRttxjeoujT8,CALLE 5,IZTACALCO,PANTITLAN V,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_JUAN_DE_LA_LUZ_ENRIQUEZ_09DPR1080X_09DPR1080X,2959,ACTIVO,,,,,,
09DES0175X,PONCIANO ARRIAGA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,,,,,INAUGURADA,100.0,JUAN HERNANDEZ,SECUNDARIA,,,,DGCOP,0101000020E610000014799274CDC958C01F2FA4C3438C3340,https://maps.app.goo.gl/DmoAzENTSnVHEnDWA,MICHOACAN,GUSTAVO A. MADERO,CHALMA DE GUADALUPE II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PONCIANO_ARRIAGA_09DES0175X_09DES0175X,2960,ACTIVO,,,,,,
09DPR2645S,JOSE LOPEZ PORTILLO Y ROJAS,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:04:19.090,actualizacion_dgcop,,,EN PROCESO,83.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E6100000F84F3750E0C358C02157EA59106A3340,https://maps.app.goo.gl/98wT7Vck19okb4bb9,CDA. 5 DE MAYO,IZTACALCO,PANTITLAN II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSE_LOPEZ_PORTILLO_Y_ROJAS_09DPR2645S_09DPR2645S,2940,ACTIVO,,,,,,
50,50 SAN BARTOLO XICOMULCO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,NO SE HAN INICIADO TRABAJOS,DGPEST,0101000020E6100000068195438BC458C083F6EAE3A1333340,https://maps.app.goo.gl/hiKEZMxjUsDFXpeB6,"Venustiano Carranza 46, San Bartolomé Xicomulco, Milpa Alta, 12250 San Bartolomé Xicomulco, CDMX",MILPA ALTA,SAN BARTOLO XICOMULCO,PLATSOBSE_DGOIV_BALON_BARRIO_50_SAN_BARTOLO_XICOMULCO_50,2500,ACTIVO,,,,,,
09DPR1580S,15 DE SEPTIEMBRE,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA,2025,2026-06-10 18:06:01.868,actualizacion_dgcop,,,EN PROCESO,78.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E610000037A8FDD64ECA58C09F758D9603793340,https://maps.app.goo.gl/5TKbH8zoTpnRJ1xZ7,"ESQ CON, AV. CUITLAHUAC, AVENIDA CEYLAN",AZCAPOTZALCO,COSMOPOLITA (AMPL),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_15_DE_SEPTIEMBRE_09DPR1580S_09DPR1580S,2964,ACTIVO,,,,,,
43,43 PILARES SAN ANDRES TETEPILCO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-13 20:13:02.762,actualizacion_dgpest,2026-04-01,,INAUGURADA,100.0,JUAN HERNANDEZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E6100000C39E76F86BC858C0DC9C4A06805E3340,https://maps.app.goo.gl/PNmu9VQNbbzyPfgA7,"Av. Andrés Molina Enríquez S/N, San Andrés Tetepilco, Iztapalapa, 09440 Ciudad de México, CDMX",IZTAPALAPA,SAN ANDRES TETEPILCO,PLATSOBSE_DGOIV_BALON_BARRIO_43_PILARES_SAN_ANDRES_TETEPILCO_43,2497,ACTIVO,,,,,,
09DPR2348S,FRAY MELCHOR DE TALAMANTES,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:40:26.593,actualizacion_dgcop,,,TERMINADO,100.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E6100000B3D1393FC5C758C003D0285DFA6F3340,https://maps.app.goo.gl/T791CrXaKUZ6gLb2A,AV. FERROCARRIL,VENUSTIANO CARRANZA,MORELOS I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_FRAY_MELCHOR_DE_TALAMANTES_09DPR2348S_09DPR2348S,2956,ACTIVO,,,,,,
09DPR0937T,MTRO. LUIS CHAVEZ OROZCO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:07:13.291,actualizacion_dgcop,,,EN PROCESO,77.98,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E6100000047289230FC658C0430070ECD9633340,https://maps.app.goo.gl/Z8Zsg63gxdxNpm2a9,SUR 163,IZTACALCO,RAMOS MILLAN BRAMADERO I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MTRO_LUIS_CHAVEZ_OROZCO_09DPR0937T_09DPR0937T,2943,ACTIVO,,,,,,
09DPR1360G,MANUEL GUTIERREZ NAJERA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 17:54:46.531,actualizacion_dgcop,,,EN PROCESO,88.45,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E61000002497FF907EC558C01BBD1AA034803340,https://maps.app.goo.gl/XQPtDR5KebPmaLgTA,CALLE 311,GUSTAVO A. MADERO,NUEVA ATZACOALCO II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MANUEL_GUTIERREZ_NAJERA_09DPR1360G_09DPR1360G,2944,ACTIVO,,,,,,
09DPR2327F,MTRO. SALVADOR M. LIMA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:02:42.376,actualizacion_dgcop,,,EN PROCESO,85.0,JUAN HERNANDEZ,PRIMARIA,,,,DGCOP,0101000020E610000046787B1002C858C0FE7C5BB054733340,https://maps.app.goo.gl/Tc4egPAy2k1fvLq58,JARCERIA,VENUSTIANO CARRANZA,MORELOS I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MTRO_SALVADOR_M_LIMA_09DPR2327F_09DPR2327F,2946,ACTIVO,,,,,,
18,MIXQUIC,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,JUAN HERNANDEZ,MERCADO,,,,DGCOP,0101000020E61000003048FAB48ABD58C079E57ADB4C393340,https://maps.app.goo.gl/qupZn7jGqBpqhVxD7,CANAL SECO,TLÁHUAC,SAN ANDRES MIXQUIC (PBLO),PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,3131,ACTIVO,,,,,,
