id,clave_unica,nombre_obra,programa,dg,accion,concepto,cantidad,unidad,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion,tipo_alcance
75,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 20:52:43.590,,,SIN CLASIFICAR
76,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),493.01,m²,actualizacion_dgsus,2026-05-25 20:52:43.709,,,SIN CLASIFICAR
77,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JAGUAR,1.0,MODULO (S),actualizacion_dgsus,2026-05-25 20:52:43.787,,,SIN CLASIFICAR
78,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JAGUAR,601.7,m²,actualizacion_dgsus,2026-05-25 20:52:43.869,,,SIN CLASIFICAR
79,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 20:52:43.984,,,SIN CLASIFICAR
80,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),92.4,m²,actualizacion_dgsus,2026-05-25 20:52:44.068,,,SIN CLASIFICAR
81,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE ECOCRETO,476.68,m²,actualizacion_dgsus,2026-05-25 20:52:44.151,,,SIN CLASIFICAR
82,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE CONCRETO,620.43,m²,actualizacion_dgsus,2026-05-25 20:52:44.225,,,SIN CLASIFICAR
83,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,GUARNICION,150.63,ml,actualizacion_dgsus,2026-05-25 20:52:44.352,,,SIN CLASIFICAR
84,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TARTAN,310.86,m²,actualizacion_dgsus,2026-05-25 20:52:44.531,,,SIN CLASIFICAR
85,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JUEGOS INFANTILES,1.0,MODULO (S),actualizacion_dgsus,2026-05-25 20:52:44.737,,,SIN CLASIFICAR
86,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,JUEGO INFANTIL,3.0,PIEZA (S),actualizacion_dgsus,2026-05-25 20:52:44.959,,,SIN CLASIFICAR
87,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,EJERCITADOR,12.0,PIEZA (S),actualizacion_dgsus,2026-05-25 20:52:45.243,,,SIN CLASIFICAR
88,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PASTO SINTETICO,410.0,m²,actualizacion_dgsus,2026-05-25 20:52:45.339,,,SIN CLASIFICAR
89,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PERGOLA,2.0,PIEZA (S),actualizacion_dgsus,2026-05-25 20:52:45.831,,,SIN CLASIFICAR
90,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,AREA VERDE,2284.77,m²,actualizacion_dgsus,2026-05-25 20:52:45.936,,,SIN CLASIFICAR
91,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:05:34.905,,,SIN CLASIFICAR
92,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),326.7,m²,actualizacion_dgsus,2026-05-25 21:05:35.220,,,SIN CLASIFICAR
93,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:05:35.335,,,SIN CLASIFICAR
94,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),415.56,m²,actualizacion_dgsus,2026-05-25 21:05:35.560,,,SIN CLASIFICAR
95,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:05:35.784,,,SIN CLASIFICAR
96,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),334.02,m²,actualizacion_dgsus,2026-05-25 21:05:36.001,,,SIN CLASIFICAR
97,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:05:36.124,,,SIN CLASIFICAR
98,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),710.96,m²,actualizacion_dgsus,2026-05-25 21:05:36.459,,,SIN CLASIFICAR
99,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE ADOCRETO,980.6,m²,actualizacion_dgsus,2026-05-25 21:05:36.537,,,SIN CLASIFICAR
100,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE CONCRETO,619.76,m²,actualizacion_dgsus,2026-05-25 21:05:36.752,,,SIN CLASIFICAR
101,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,GUARNICION,240.0,ml,actualizacion_dgsus,2026-05-25 21:05:36.852,,,SIN CLASIFICAR
102,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JUEGOS INFANTILES,5.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:05:36.941,,,SIN CLASIFICAR
103,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,EJERCITADOR,3.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:05:37.031,,,SIN CLASIFICAR
104,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA PICNIC,2.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:05:37.121,,,SIN CLASIFICAR
105,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA MACETA,12.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:05:37.450,,,SIN CLASIFICAR
106,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BOLARDO,12.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:05:37.794,,,SIN CLASIFICAR
109,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,AREA VERDE,273.4,m²,actualizacion_dgsus,2026-05-25 21:05:38.902,,,SIN CLASIFICAR
110,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EL_EDEN-70,EL EDEN,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TARTAN,2103.94,m²,actualizacion_dgsus,2026-05-25 21:08:54.021,,,SIN CLASIFICAR
111,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EL_EDEN-70,EL EDEN,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TROTAPISTA,1468.04,m²,actualizacion_dgsus,2026-05-25 21:08:54.143,,,SIN CLASIFICAR
112,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EL_EDEN-70,EL EDEN,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,MULTI CANCHA,1.0,CANCHA (S),actualizacion_dgsus,2026-05-25 21:08:54.229,,,SIN CLASIFICAR
113,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EL_EDEN-70,EL EDEN,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,MULTI CANCHA,411.08,m²,actualizacion_dgsus,2026-05-25 21:08:54.315,,,SIN CLASIFICAR
114,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-MEMORIAL_ESME_Y_SOFI-78,MEMORIAL ESME Y SOFI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE CONCRETO,380.0,m²,actualizacion_dgsus,2026-05-25 21:23:49.926,,,SIN CLASIFICAR
115,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-MEMORIAL_ESME_Y_SOFI-78,MEMORIAL ESME Y SOFI,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,GUARNICION,832.77,ml,actualizacion_dgsus,2026-05-25 21:23:50.179,,,SIN CLASIFICAR
116,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-MEMORIAL_ESME_Y_SOFI-78,MEMORIAL ESME Y SOFI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA MACETA,11.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:23:50.267,,,SIN CLASIFICAR
117,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-MEMORIAL_ESME_Y_SOFI-78,MEMORIAL ESME Y SOFI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BOLARDO LUMINOSO,25.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:23:50.378,,,SIN CLASIFICAR
118,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),2.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:38:50.064,,,SIN CLASIFICAR
119,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),241.53,m²,actualizacion_dgsus,2026-05-25 21:38:50.216,,,SIN CLASIFICAR
120,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:38:50.497,,,SIN CLASIFICAR
121,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),120.76,m²,actualizacion_dgsus,2026-05-25 21:38:50.614,,,SIN CLASIFICAR
122,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:38:50.691,,,SIN CLASIFICAR
123,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),207.74,m²,actualizacion_dgsus,2026-05-25 21:38:50.804,,,SIN CLASIFICAR
124,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 21:38:51.437,,,SIN CLASIFICAR
125,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),162.29,m²,actualizacion_dgsus,2026-05-25 21:38:51.756,,,SIN CLASIFICAR
126,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO ALEGRIA,1.0,m²,actualizacion_dgsus,2026-05-25 21:38:51.951,,,SIN CLASIFICAR
127,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,GUARNICION,720.37,ml,actualizacion_dgsus,2026-05-25 21:38:52.113,,,SIN CLASIFICAR
128,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TARTAN,356.3,m²,actualizacion_dgsus,2026-05-25 21:38:52.743,,,SIN CLASIFICAR
2761,PLATSOBSE_DGCOP_MOD_POLICIA_ANZURES_26,ANZURES,MODULOS DE POLICIAS,DGCOP,INSTALACIÓN,APAGADORES Y CONTACTOS,16.0,PIEZA,actualizacion_dgcop,2026-06-03 18:10:08.407,,,SIN CLASIFICAR
130,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,JUEGO INFANTIL,8.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:54.273,,,SIN CLASIFICAR
131,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,EJERCITADOR,18.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:54.435,,,SIN CLASIFICAR
132,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA MACETA,10.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:54.670,,,SIN CLASIFICAR
133,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA PICNIC,3.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:54.833,,,SIN CLASIFICAR
134,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,POSTE,25.0,POSTE (S),actualizacion_dgsus,2026-05-25 21:38:54.957,,,SIN CLASIFICAR
135,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PUNTA DE POSTE,25.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:55.686,,,SIN CLASIFICAR
136,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,MULTI CANCHA,117.0,m²,actualizacion_dgsus,2026-05-25 21:38:55.822,,,SIN CLASIFICAR
137,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MURAL,100.0,MURAL (ES),actualizacion_dgsus,2026-05-25 21:38:56.000,,,SIN CLASIFICAR
138,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-TECUICHE_(ANTES_CHESPIRITO)-77,TECUICHE (ANTES CHESPIRITO),PARQUES ALEGRIA,DGSUS,INSTALACIÓN,MESA DE AJEDREZ,3.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:38:56.084,,,SIN CLASIFICAR
139,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),255.0,m²,actualizacion_dgsus,2026-05-25 21:58:13.729,,,SIN CLASIFICAR
140,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO GIRASOL (DEPORTE),2185.16,m²,actualizacion_dgsus,2026-05-25 21:58:13.871,,,SIN CLASIFICAR
141,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),618.5,m²,actualizacion_dgsus,2026-05-25 21:58:13.968,,,SIN CLASIFICAR
142,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),255.0,m²,actualizacion_dgsus,2026-05-25 21:58:14.077,,,SIN CLASIFICAR
143,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,CANCHA FRONTON,297.0,m²,actualizacion_dgsus,2026-05-25 21:58:14.354,,,SIN CLASIFICAR
144,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,CANCHA BASQUETBOL,360.0,m²,actualizacion_dgsus,2026-05-25 21:58:14.542,,,SIN CLASIFICAR
145,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,CANCHA PADEL,215.25,m²,actualizacion_dgsus,2026-05-25 21:58:14.703,,,SIN CLASIFICAR
146,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BURLADERO,11.0,BURLADERO (S),actualizacion_dgsus,2026-05-25 21:58:14.935,,,SIN CLASIFICAR
147,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BOLARDO,41.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:15.160,,,SIN CLASIFICAR
148,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MURAL,35.0,MURAL (ES),actualizacion_dgsus,2026-05-25 21:58:15.374,,,SIN CLASIFICAR
149,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MURAL,3900.0,m²,actualizacion_dgsus,2026-05-25 21:58:15.482,,,SIN CLASIFICAR
150,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,JUEGO INFANTIL,2.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:15.584,,,SIN CLASIFICAR
151,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,JUEGO INFANTIL,4.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:15.968,,,SIN CLASIFICAR
152,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TARTAN,312.0,m²,actualizacion_dgsus,2026-05-25 21:58:16.268,,,SIN CLASIFICAR
153,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,EJERCITADOR,3.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:16.749,,,SIN CLASIFICAR
154,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,EJERCITADOR,21.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:16.930,,,SIN CLASIFICAR
155,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MULTI CANCHA,600.0,m²,actualizacion_dgsus,2026-05-25 21:58:17.156,,,SIN CLASIFICAR
156,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,POSTE,13.0,POSTE (S),actualizacion_dgsus,2026-05-25 21:58:17.310,,,SIN CLASIFICAR
157,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA REFLECTOR 200 W,113.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 21:58:17.842,,,SIN CLASIFICAR
158,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA REFLECTOR 100 W,23.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 21:58:18.011,,,SIN CLASIFICAR
159,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,27.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 21:58:18.265,,,SIN CLASIFICAR
160,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PUNTA DE POSTE,13.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:58:18.451,,,SIN CLASIFICAR
161,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,14.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 21:58:18.905,,,SIN CLASIFICAR
162,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CAMELLON_EJE_4_ORIENTE-83,CAMELLON EJE 4 ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,SKATEPARK,842.0,m²,actualizacion_dgsus,2026-05-25 21:58:19.182,,,SIN CLASIFICAR
163,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_CIRCUITO_ESTADIO_AZTECA_103,CIRCUITO ESTADIO AZTECA,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,160.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 22:03:08.654,,,SIN CLASIFICAR
